Unnamed: 0	audios	text	without_lm	with_lm
91	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23833611.wav	vipksha ka war  kejriwal jacsi nautnki pr utre shivraj		
92	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23833612.wav	vh vhan jane se drta tha 		
93	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23833613.wav	waransi hinsa  kangres vidhayk ajay ray girftar		
94	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23833614.wav	 pta ha ki  tum abhi bhi mere lia ansu bhate ho kbhi kbhi 		
95	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937537.wav	guwahati haikort men vakensi		
96	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937538.wav	bekari khan ha 		
97	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937540.wav	phli bar    cabinet vistar  prrikar  suresh prbhu honge mntrimndl men shamil		
98	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937551.wav	munbi men ak bar fir hogi aft ki barish  agle do din ka alrt		
99	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937552.wav	vh meri bat nhin sunega 		
100	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937555.wav	man is shor ko  brdasht nhin kar skti 		
101	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937561.wav	isse mere koi lena  dena nhin ha 		
102	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937562.wav	tum mroge 		
103	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937565.wav	man is zindgi ko jikar thk gya hun 		
104	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937567.wav	bad men milenge 		
105	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937568.wav	dukan aj khuli nhin ha 		
106	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937570.wav	vh kaunsi chiria ha 		
107	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937574.wav	gujrat men amit shah ki gari ke  patidaron ne fenke ande		
108	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937576.wav	petrol ke damon men vriddhi se mmta nakhush		
109	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23937580.wav	tom swaarthi tha 		
110	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23795358.wav	 kanstebl bn mnoj bajpeyi dikha rhe han  tandv  		
111	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23795360.wav	vh chay pi rha ha 		
112	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23795361.wav	ab  ko marenge    		
113	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23795362.wav	jack  tin sal bra ha 		
114	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796043.wav	ak pagl insan ko apne kiye  dhre ke lia ziammedar nhin thhraya ja skta 		
115	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796044.wav	kaun zyada tez bhagta ha  ken ya toni 		
116	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796046.wav	hmne us uammidwar ko apna mt dia 		
117	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796048.wav	unhonne ak  dusre ko dekha 		
118	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796049.wav	abhi poland men kya ho rha ha 		
119	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796063.wav	man sfr pr uske sath gya 		
120	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796064.wav	usne mere stn pkr liye 		
121	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796065.wav	kya iska swaad  ha 		
122	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796066.wav	logon ne pulis tim pr kiya hmla  vrdi farkar jip ke shishe tore		
123	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796067.wav	hmare pas to bs chay ha 		
124	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796155.wav	use apna skul bhut psand ha 		
125	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796156.wav	  salon se mausm bhut ajib ha 		
126	/home/ubuntu/speech_data/t-seed/CommonVoice/Hindi/common_voice_hi_23796157.wav	vh ntije ke lia bechan ha 		
