Unnamed: 0	audios	text	without_lm	with_lm
44	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19579270.wav	anjad borlillai avniuile	anjad borundillai  avniuile	anjad bo rundanilai  avniuile
45	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19579273.wav	enrzhudan vimmi iliahn  kviyrson 	enrzhudan  vivni iliahn kviyrson	enrzhudan  avni iliahn kviyrson
46	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19634231.wav	nan nernru vidumuraiil rundaane 	nan nernru vidumuraiil irunde	nan nernru vidumuraiil runda
47	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19634232.wav	thannlam beni izhidozhilkt bom	thannlam beni izhaidozhil krfo	thannlam beni izhidozhilkt
48	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19634234.wav	kdiyil uyerandid yambernr beru 	kdisil uyerandid yambernr ber	kdiyil uyerandid yambernr ber
49	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19785718.wav	ennodu mundaanal bes inngainai 	ennodu mundanal bes inngainai	ennodu mundaanal bes inngainai
50	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19785719.wav	brer mandai buanbduthcoodea varththiclai dvirungal	brermandike kunbduth coodea varththaiilai dvrundal	brer mandick buanbduthcoodea varththaimlai dvirungal
51	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19785722.wav	dmizhn engal samukthin vlaivuku nir 	dmizhn engal samudthin vlaivu knnnir	dmizhn engal samukthin vlaivuku nir
52	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21354674.wav	dodvum dkadenru sonanar nrundaane	dodvum dkadenruson nar nrundaen	dodvum dkadenru sonanar nrundaane
53	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21354676.wav	kdvul buvikv taram  anthk	kdvul buvick kvataram  anth	kdvul buvikv taram  anth
54	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21354677.wav	dmizhnmahl solleyysol amizhth menbom	dmizhhmahl solleyy sol amizhnthanbom	dmizhnmahl solleyysol amizhth an bom
55	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19780682.wav	davudl unddubol	tavudl unddu bol	davudl unddubol
56	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19780683.wav	nerak sellungal	nerak sellungal	nerak sellungal
57	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19780685.wav	nodickkunodi asirier udvu kinr	nudickknodi  asriyer udvukinr	nodickkunodi  asirier udvu kinr
58	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23632428.wav	vdmozhia nikecondu mozhibarthdu vruarku vnd mizhrchsir keduvdile kvlaiillai 	vdmodi yanicondu mudibeyerthduvruarku vndmizhrchhseertt keduvadile kvlaiillai	vd odi ani condu mudu berthduvr aru vnd mizhrchsir keduvdile kvlaiillai
59	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23632429.wav	veettil kozhi vlerppdu eppdi 	veettil kodi vrrppdu eppdi	veettil kodi vlerppdu eppdi
60	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23632431.wav	id odukkeidu kurithdu budiy klvikolguy besvillai enr kurnrchattai arh iyladu	irvodik keidu kurithdub budiyklvikolguy besvindaai enrkurnruchhatkai arkradu	id odukkeidu kurithdu budiy klvikolguy bes vindaai enr kurnrchattai arfadu
61	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277400.wav	bchaiu niyaiand vet bdicl vand bodinum	bchaiu niniand verfadicl vand bodinum	bchaiu niraiand ber adicl vand bodinum
62	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277401.wav	inman aandl aannavin	inman anjl annavin	inman anji aannavin
63	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277402.wav	dollai arumbuviyil	dollai arum buviel	dollai arum buviyil
64	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277403.wav	daimozhikub bzhivantal skipp dundo 	daimozhikib blivantal skipp dundo	daimozhikub bl vantal skipp dundo
65	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19180413.wav	snjivi brvdthin sarlenru solleyduvar 	snjivi brvdthin sarlenru solleyduvar	snjivi brvdthin sarlenru solleyduvar
66	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19180414.wav	visaiodinda dekthil vanmai vendum 	visaiodinda dekthil mannai veendum	visaiodinda dekthil mannnai vendum
67	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19180415.wav	   asiahl oermuthm acharam bo   denran  	asiahl ormuthm  mcharam bodenran	asiahl oermuthm  acharam bo denran
68	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19180422.wav	tamum avlum dniyrai selvar 	tamum avlum dniyrai selwar	tamum avlum dniyrai selvar
69	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819891.wav	vllinattu mannon 	vlli nattu mann	vllinattu ann
70	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819892.wav	ikganm mahudmbun arnrtoer suzhrchsikatebom 	iganm mahudam suvcoun ernrtoer suzhrchsikatpom	ikganm mahudam sudu un arnrtoer suzhrchsikatebom
71	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819893.wav	aylar dnithni angau vandarkl 	aylar dnithni angau vandrkl	aylar dnithni angau vandarkl
72	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819895.wav	weerangaol kooddam  ananar	veeram col cooddam  annr	weeram col kooddam  ann
73	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_22702619.wav	illai	illai	illai
74	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_22702621.wav	azhu	iedl	adl
75	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_22702650.wav	rndu	irain dl	iand
76	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20526315.wav	sngaili dlaivraich sappid azhaithal 	sngaili dlaivraicke sappid alaithal	sngaili dlaivraich sappid azhaithal
77	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20526316.wav	oru vidukdai sollu	boru viduvidai sollu	oru idu vidai sollu
78	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20526317.wav	rndu brhl illaien ruraithan 	brndu brkl illaien ruraithan	rndu brhl illaien ruraithan
79	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20526318.wav	baki iruppdu bal enrrindau	baki iruppdubl en rrindau	baki iruppdu bl enrrindau
80	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20721058.wav	ktborgl viykumvguy iannal mttum	katboru viykumrai innal mttum	kar oru bykum  iannal mttum
81	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20721059.wav	eklik vendum idythil  ethanry	ikliku vendum midiy bingai denry	eklik vendum diy bunai denru
82	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20721060.wav	kolam bottvl conjm nimierantal 	bolam coottvul conjm nimaezhnand	kolam coott ul conjm nimiernd
83	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20721062.wav	onrukel senaid dlaiv  bguyppulam	unrykil senaid dlaivb bguyppdum	onrukel senaid dlaiv guyppd m
84	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23607183.wav	akr mudl ezhuthelllam adi bucvan mudrnre ulku	akram dinirut hdellam adi bukvan imudrnrai ulkl	akr dirut delllam adi bucvan mu krnrai ulku
85	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23607186.wav	deviahn borutkl	devaianb borutkl	devai anbu borutkl
86	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23607210.wav	verum manppadoug klvimuraiai idu ozhik murfduchrdu	merum mnppadoug klvimuraiaiidu olik murfduchrdu	verum manppadoug klvimuraiai idu olie murfduchrdu
87	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_23607216.wav	iymilla colkiclai ennul vidaith	ijmelllak colkiclai ennul vidaith	iymilla colkiclai ennul vidaith
88	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303566.wav	irukkinr veurkle  envarththai kettiduvir 	irukkinr veurgle inmarththai kettiduvir	irukkinr veurkle envarththai kettiduvir
89	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303567.wav	unennnm ennsol  nanunk cothiruppane 	un ennnm ennsol  nan un cotdiruppane	unennnm ennsol  nan un cothiruppane
90	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303568.wav	nuni mudl adi vrai 	nunimudl adivrai	nuni mudl adi vrai
91	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303570.wav	edirbfl velippdum nmedskdi   mrnrum	edirpil velippdum nmed st  mrnrum	edirbfl velippdum nmed st  mrnrum
92	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21162674.wav	norukinar mudu kelumbaid	norikinar mudu klambai	norukinar mudu kelumbaid
93	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21162675.wav	mngaulgdl ivrnrodum branddmi zhudefrantom	mngau kdlivrnrodum  brn tmizhuton branto	bngau kd ivrnrodum  brn dmizhn tos brantoer
94	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21162676.wav	ullk klippin oliyin krnrai	ullk klaippin ozhioen krnrai	ullk klippin ozhi en krnrai
95	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21162677.wav	berundau bochrdu	berundau bochrdu	berundau bochrdu
96	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19165157.wav	enga vhidl neathu bonnnu bark vantanga	enga veetl nathu  ponnub kmandan	enga veettil nattu  bonnnu vandan
97	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19165158.wav	bearuthl irppinai enrum adnai mrthl adninum nnru 	oruthl irppinai enrum  adnai mrthl adininnum nnru	vruth irppinai enrum  adnai mrthl adninum nnru
98	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19165159.wav	nalaind sembu nnraik kudithdbin	nalaind sembu  nnraik kudithdbin	nalaind sembu  nnraik kudithdbin
99	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19165161.wav	kasi nkarppulwar besum urai dan	kasi nkarpplwar besum uraidan	kasi nkarppulwar besum urai dan
100	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21302112.wav	enru blvum eduathuch sonnan 	enru blvum eduathuch sonnan	enru blvum eduathuch sonnan
101	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21302113.wav	doternd nai dinpathum tonrvillai 	doterndu naitdnbdum tonrvillai	doternd nai nadum tonrvillai
102	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21302114.wav	brersuzhrchsi seandmizhai azhipp dundo 	brrsuzhrchsi  seandamizhai ahippdundo	brersuzhrchsi  seandmizhai azhipp dundo
103	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21302115.wav	tadukinrai azhkea muile 	tadukinrai  azhkea mauile	tadukinrai  azhkea muile
104	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19137807.wav	diyinal sutt buan ullarum  arade  navinal sutt vdu 	diinal suttkum ullarum arade navinal sudndvdu	diyinal suttdu ullarum arade navinal sudu vdu
105	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19137808.wav	ary ninru barda engaum 	ari ninru barda engaum	aru ninru barda engaum
106	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19137809.wav	solai anngaodu dinnnaiile  nan	solai anngaodu dinnaiile  nan	solai anngaodu dinnnaiile  nan
107	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19137810.wav	vndt karandar vzhkb bdie 	vnd karandar vzhkpn bdie	vnd karandar vzhkb bdie
108	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277350.wav	solley unkvandan  mik	sollei unkvan dam  uk	solley unkvandan  muk
109	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277351.wav	sappidch solleyk cooppid villai 	sappidu solleyck kuppidvillai	sappidum solleyk kuppai villai
110	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277352.wav	mdaian enreanni wala uirundaan 	mdaive en reangail wala rundaar	mdaian engal wala rundaa
111	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21277353.wav	vnnn irkguy  thannai	vnnn irkguyd thannai	vnnn irkguy thannai
112	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19143699.wav	kankan coosum vuirk klnjiiam 	kankan coushim  vuirb klnjiiam	kankan coosum  vuirk klnjiiam
113	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19143701.wav	   enndi vnji  iduvum deriata  	inndi  vnji  iduvum deriaka	enndi  vnji  iduvum deriata
114	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19143703.wav	nan sriak besikondirukchrena 	nan sriak bisi condirukkhvena	nan sriak besikondirukchrena
115	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19143704.wav	bumiuili ruppdaiib bode arykinrane 	vumiil iruppdai ippothi arukinrane	bumi irumfdai ippo he arykinrane
116	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19924621.wav	   onraithin ral iv vulkmkl besuvdu 	onrait denral ivulgam mkl besuvdu	onrai denral ivvulgam mkl besuvdu
117	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19924624.wav	munbu ndandidb bindoterandan  binbu	munbun ndandidb binbulerundaan benbu	munbu ndandidb binbu rundan binbu
118	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19924627.wav	andaiil runda gunadb bettimel	andaiil runda gundub bettimel	andaiil runda dundu bettimel
119	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19924630.wav	ivrnril inimel suvaidnai arnr	ibrnril inimel suvaidnai arnr	ivrnril inimel suvaidnai arnr
120	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20065613.wav	kzhikaiile mrnronrum binnonrum bernral 	klikaiile mrnronrum innonrum bernral	kzhikaiile mrnronrum binnonrum bernral
121	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20065615.wav	ganmel kidthea katsibol	kanmel kidthea katsi bol	ganmel kidthea katsibol
122	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20065616.wav	 ivvidtt kettukol   enruraippan kuppn  	ivividthrhuk kettukol  enruraippan kuppn	ivvidtt kettukol  enruraippan kuppn
123	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20065617.wav	yarukum vidai deriyavillai	yarkum vidai deriyavillai	yarukum vidai deriyavillai
124	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819851.wav	bduathub brondu bidithtal dukm 	bduathub brondu bdithtal dukm	bduathub brondu bdithtal dukm
125	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819852.wav	nernruthan inbk kricattinai  inru	nernruddan inbk krike kattinai   enru	nernruthan inbk kricattinai   enru
126	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819853.wav	ulgorin blsollai urvodu krnru	ulcorin blsollai  urvodu krnru	ulgorin blsollai  urvodu krnru
127	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19819854.wav	gannntason badlgl arumiahk rundan	ganntason badrkl arimiahk rundan	gannntason badlgl arumiahk rundan
128	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19878861.wav	ivldu dandaium manaiviyai uizhnd	ivldu dandaium manaivioi izhnd	ivldu dandaium manaiviyai uizhnd
129	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19878866.wav	dolbuvi melvizhum barydiam  adu	dolbuvi melvelum beridiam  adu	dolbuvi melllum ber idiam  adu
130	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19878867.wav	ayklai vllvnai vlngau kinran 	ayrhlai vllvnai vlngau inran	ayklai vllvnai vlngau kinran
131	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19878868.wav	kummi	kummi	kummi
132	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_19878869.wav	brivilai engaum bed millai	brivilai engaum bedmillai	brivilai engaum bed millai
133	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20059450.wav	kavlanbal dudonru bokch sonanar 	kavlanbal dudanr bok sonnar	kavlanbal dudonru bok sonanar
134	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20059455.wav	mukvizhi kvizhnnd vylil moythdu 	mukarvili kvizhnnd vylil moythdu	muk veli kvizhnnd vylil moythdu
135	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20059456.wav	sembai eduathu vemf azhudal 	sembai eduthu veanbi azhudal	sembai eduathu vendi azhudal
136	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20059457.wav	oviiamsai vom  sai vom	oviiam saivom nll  saivom	iiam saivom nll  saivom
137	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20059458.wav	avluku bsi irupptakd derichrdu 	avluku bsi uirupp takt deruchrdu	avluku bsi irupptakd derichrdu
138	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20011480.wav	eninum  avan ilvydum azhkum vaianton 	eninum avan ilvaydum bizhkum vaianton	eninum avan ilvydum azhkum vaianton
